One ^cd1++++=One
attractive ^jj+atrb+++=attractive
alternative ^nn++++=alternative
for ^in++++=for
protein ^nn++++=protein-mediated
- ^zz++++=EXTRAWORD
mediated ^nn+++??+=EXTRAWORD
cell ^nn++++=cell
interaction ^nn++++=interaction
is ^vbz+bez+aux++=is
coiled ^vpsv++agls+xvbnx+=coiled-coils
- ^zz++++=EXTRAWORD
coils ^nns++++=EXTRAWORD
( ^zz++++=(CCs),
ccs ^nns++++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
well ^rb+dspt+++=well-studied
- ^zz++++=EXTRAWORD
studied ^vprf+++xvbn+=EXTRAWORD
protein ^nn++++=protein
domains ^nns++++=domains
with ^in++++=with
established ^vbn+vprv++xvbn+=established
roles ^nns++++=roles
in ^in++++=in
mediating ^jj+atrb+++=mediating
protein ^nn++++=protein-protein
- ^zz++++=EXTRAWORD
protein ^nn++++=EXTRAWORD
interactions ^nns++++=interactions
across ^in+pl+++=across
numerous ^jj+atrb+++=numerous
native ^jj+atrb+++=native
proteins ^nns+++??+=proteins
( ^zz++++=(
Truebestein ^np++++=Truebestein
and ^cc++++=and
Leonard ^np++++=Leonard,
, ^zz++++=EXTRAWORD
2016 ^cd++++=2016
63 ^cd++++=63.
. ^zz++++=EXTRAWORD
Truebestein ^np+++??+=Truebestein,
, ^zz++++=EXTRAWORD
L ^zz++++=L.
. ^zz++++=EXTRAWORD
Leonard ^np++++=Leonard,
, ^zz++++=EXTRAWORD
T.a ^np+++??+=T.A.
. ^zz++++=EXTRAWORD
Coiled ^xvbn+++xvbn+=Coiled-coils:
- ^zz++++=EXTRAWORD
coils ^nns++++=EXTRAWORD
: ^zz++++=EXTRAWORD
The ^ati++++=The
long ^jj++++=long
and ^cc+phrs+++=and
short ^jj++++=short
of ^in++++=of
it ^pp3+it+++=it
, ^zz++++=,
Bioessays ^np+++??+=Bioessays
Wiley ^np+++??+=Wiley-Blackwell.
- ^zz++++=EXTRAWORD
blackwell ^np++++=EXTRAWORD
. ^zz++++=EXTRAWORD
2016 ^cd++++=2016;
; ^zz++++=EXTRAWORD
38 ^cd++++=38
: ^zz++++=:903-916
903 ^cd++++=EXTRAWORD
- ^zz++++=EXTRAWORD
916 ^cd++++=EXTRAWORD
Crossref ^np+++??+=Crossref
Google ^np+++??+=Google
Scholar ^nn++++=Scholar
) ^zz++++=).
. ^zz++++=EXTRAWORD
Each ^dt++++=Each
Cc ^nn++++=CC
consists ^vbz++++=consists
of ^in++++=of
multiple ^nn++++=multiple
seven ^cd++++=seven
amino ^nn+++??+=amino
acid ^jj++++=acid
repeats ^vbz+vpub+++=repeats,
, ^zz++++=EXTRAWORD
termed ^jj+atrb++xvbn+=termed
heptads ^nns+++??+=heptads,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
chain ^nn++++=chain
together ^rb++++=together
to ^in++++=to
form ^nn++++=form
alpha ^nn++++=alpha-helical
- ^zz++++=EXTRAWORD
helical ^nn+++??+=EXTRAWORD
secondary ^jj+atrb+++=secondary
structures ^nns++++=structures
( ^zz++++=(
Hicks ^np++++=Hicks
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
1997 ^cd+date+++=1997
29 ^cd++++=29.
. ^zz++++=EXTRAWORD
Hicks ^np++++=Hicks,
, ^zz++++=EXTRAWORD
M.r ^np+++??+=M.R.
. ^zz++++=EXTRAWORD
Holberton ^np+++??+=Holberton,
, ^zz++++=EXTRAWORD
D.v ^np+++??+=D.V.
. ^zz++++=EXTRAWORD
Kowalczyk ^np+++??+=Kowalczyk,
, ^zz++++=EXTRAWORD
C ^zz++++=C.
. ^zz++++=EXTRAWORD
. ^zz++++=...
. ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Coiled ^xvbn+++xvbn+=Coiled-coil
- ^zz++++=EXTRAWORD
coil ^vb++++=EXTRAWORD
assembly ^nn++++=assembly
by ^in++++=by
peptides ^nns+++??+=peptides
with ^in++++=with
non ^&fw++++=non-heptad
- ^zz++++=EXTRAWORD
heptad ^nn+++??+=EXTRAWORD
sequence ^nn++++=sequence
motifs ^nns++++=motifs
, ^zz++++=,
Folding ^np+++??+=Folding
and ^cc++++=and
Design ^nn++++=Design
Cell ^nn++++=Cell
Press ^nn++++=Press.
. ^zz++++=EXTRAWORD
1997 ^cd+date+++=1997;
; ^zz++++=EXTRAWORD
2 ^zz++++=2
: ^zz++++=:149-158
149 ^cd++++=EXTRAWORD
- ^zz++++=EXTRAWORD
158 ^cd++++=EXTRAWORD
Full ^jj+atrb+++=Full
Text ^nn++++=Text
Full ^jj+atrb+++=Full
Text ^nn++++=Text
( ^zz++++=(PDF)
pdf ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
Scopus ^np+++??+=Scopus
( ^zz++++=(55)
55 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
Google ^np+++??+=Google
Scholar ^nn++++=Scholar
) ^zz++++=).
. ^zz++++=EXTRAWORD
The ^ati++++=The
specific ^jj+atrb+++=specific
residues ^nns++++=residues
forming ^vwbg+++xvbg+=forming
the ^ati++++=the
heptads ^nns+++??+=heptads
determine ^vb++++=determine
the ^ati++++=the
orientation ^nn++++=orientation,
, ^zz++++=EXTRAWORD
binding ^jj+atrb+++=binding
multiplicity ^nn++++=multiplicity,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
specificity ^nn++++=specificity
of ^in++++=of
each ^dt++++=each
Cc ^nn++++=CC
( ^zz++++=(
Woolfson ^np++++=Woolfson,
, ^zz++++=EXTRAWORD
2005 ^cd++++=2005
69 ^cd++++=69.
. ^zz++++=EXTRAWORD
Woolfson ^np+++??+=Woolfson,
, ^zz++++=EXTRAWORD
D.n ^np+++??+=D.N.
. ^zz++++=EXTRAWORD
The ^ati++++=The
design ^nn++++=design
of ^in++++=of
coiled ^vbd+++xvbn+=coiled-coil
- ^zz++++=EXTRAWORD
coil ^vb++++=EXTRAWORD
structures ^nns++++=structures
and ^cc++++=and
assemblies ^nns++++=assemblies
Adv ^np+++??+=Adv.
. ^zz++++=EXTRAWORD
Protein ^nn++++=Protein
Chem ^np+++??+=Chem.
. ^zz++++=EXTRAWORD
2005 ^cd++++=2005;
; ^zz++++=EXTRAWORD
70 ^cd++++=70
: ^zz++++=:79-112
79 ^cd++++=EXTRAWORD
- ^zz++++=EXTRAWORD
112 ^cd++++=EXTRAWORD
Academic ^jj+atrb+++=Academic
Press ^nn++++=Press
Inc ^jj++++=Inc.
. ^zz++++=EXTRAWORD
Crossref ^np+++??+=Crossref
Scopus ^np+++??+=Scopus
( ^zz++++=(513)
513 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
Pubmed ^np+++??+=PubMed
Google ^np+++??+=Google
Scholar ^nn++++=Scholar
) ^zz++++=).
. ^zz++++=EXTRAWORD
The ^ati++++=The
potential ^nn++++=potential
of ^in++++=of
these ^dt+dem+++=these
short ^jj+atrb+++=short
peptides ^nns+++??+=peptides
to ^in++++=to
mediate ^jj+atrb++??+=mediate
interactions ^nns++++=interactions
between ^in++++=between
micron ^nn+++??+=micron-scale
- ^zz++++=EXTRAWORD
scale ^nn++++=EXTRAWORD
objects ^nns++++=objects
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
demonstrated ^vpsv++by+xvbnx+=demonstrated
by ^in++++=by
Obana ^np+++??+=Obana
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
