One ^cd1++++=One
could ^md+pos+++=could
summarize ^vb++++=summarize
the ^ati++++=the
goal ^nn++++=goal
of ^in++++=of
reproducible ^jj+atrb+++=reproducible
research ^nn++++=research
as ^ql++++=as
providing ^jj+++xvbg+=providing
a ^at++++=a
means ^nn++++=means
to ^in++++=to
answer ^nn++++=answer
the ^ati++++=the
question ^nn+nom+++=question,
, ^zz++++=EXTRAWORD
Do ^vb+do+aux++=Do
I ^pp1a+pp1+++=I
understand ^vb+vprv+++=understand
and ^cc++++=and
trust ^nn++++=trust
this ^dt+pdem+++=this
data ^vbz++++=data
analysis ^nn++++=analysis?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
With ^in++++=With
the ^ati++++=the
computational ^jj+atrb+++=computational
nature ^nn++++=nature
of ^in++++=of
today ^nr+tm+++=today's
's ^$++++=EXTRAWORD
research ^nn++++=research,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
cannot ^md+pos+not++=cannot
hope ^vb++++=hope
to ^to+vcmp+++=to
answer ^vb++++=answer
that ^tht+vcmp+++=that
question ^nn+nom+++=question
without ^in++++=without
being ^xvbg+++xvbg+=being
able ^jj++pmd"++=able
to ^to+jcmp+pmd++=to
look ^vb++++=look
at ^in++++=at
the ^ati++++=the
data ^nns++++=data
and ^cc++++=and
the ^ati++++=the
code ^nn++++=code.
. ^zz++++=EXTRAWORD
In ^in++++=In
addition ^nn+nom+++=addition,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
may ^md+pos+++=may
wish ^vb+vprv+++=wish
to ^to+vcmp+++=to
know ^vbi+vprv+++=know
things ^nns++++=things
about ^in++++=about
the ^ati++++=the
experimental ^jj++++=experimental
or ^cc++++=or
study ^nn++++=study
design ^nn++++=design
as ^cc++++=as
well ^rb++++=well
as ^cc"++++=as
the ^ati++++=the
hypothesis ^nn++++=hypothesis
being ^xvbg+++xvbg+=being
examined ^vwbn+++xvbn+=examined
( ^zz++++=(
22 ^cd++++=22
) ^zz++++=).
. ^zz++++=EXTRAWORD
Given ^vpbn+v++xvbn+=Given
the ^ati++++=the
claimed ^jj+atrb++xvbn+=claimed
results ^nns++++=results,
, ^zz++++=EXTRAWORD
the ^ati++++=the
data ^nns++++=data,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
code ^nn++++=code,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
can ^md+pos+++=can
theoretically ^rb++splt++=theoretically
determine ^vb++++=determine
the ^ati++++=the
reproducibility ^nn+nom+++=reproducibility
status ^nn++++=status
of ^in++++=of
a ^at++++=a
data ^nns++++=data
analysis ^nn++++=analysis.
. ^zz++++=EXTRAWORD
Reproducibility ^np+nom++??+=Reproducibility
gives ^vbz++++=gives
us ^pp1o+pp1+++=us
the ^ati++++=the
means ^nn++++=means
by ^in++++=by
which ^whp+rel+pied++=which
we ^pp1a+pp1+++=we
can ^md+pos+++=can
assess ^vb++++=assess
our ^pp$+pp1+++=our
confidence ^nn+nom+++=confidence
and ^cc++++=and
trust ^nn++++=trust
in ^in++++=in
an ^at++++=an
analysis ^nn++++=analysis,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
important ^jj+pred+++=important
to ^to+jcmp+++=to
reiterate ^nn+nom+++=reiterate
that ^dt+dem+++=that
reproducing ^vbg+++xvbg+=reproducing
an ^at++++=an
analysis ^nn++++=analysis
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
a ^at++++=a
check ^nn++++=check
on ^in++++=on
the ^ati++++=the
validity ^nn+nom+++=validity
of ^in++++=of
the ^ati++++=the
analysis ^nn++++=analysis.
. ^zz++++=EXTRAWORD
