One ^cd1++++=One
other ^ap++++=other
approach ^nn++++=approach
bears ^nns++++=bears
mention ^nn+nom+++=mention,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^dt+pdem+++=that
is ^vbz+bez+vrb++=is
serological ^jj+atrb+++=serological
analysis ^nn++++=analysis.
. ^zz++++=EXTRAWORD
A ^ap++++=A
few ^ap"++++=few
weeks ^nns++++=weeks
after ^in++++=after
a ^at++++=a
person ^nn++++=person
recovers ^nns+nom+++=recovers
from ^in++++=from
an ^at++++=an
influenza ^nn++++=influenza
virus ^nn++++=virus
infection ^nn+nom+++=infection,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
will ^md+prd+++=will
develop ^vb++++=develop
an ^at++++=an
antibody ^nn++++=antibody
response ^nn++++=response
against ^in++++=against
the ^ati++++=the
infecting ^jj+atrb++xvbg+=infecting
strain ^nn++++=strain,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
can ^md+pos+++=can
be ^vb+be+aux++=be
detected ^vpsv++agls+xvbnx+=detected
in ^in++++=in
their ^pp$+pp3+++=their
peripheral ^jj+atrb+++=peripheral
blood ^nn++++=blood.
. ^zz++++=EXTRAWORD
Testing ^nvbg+++xvbg+=Testing
of ^in++++=of
blood ^nn++++=blood
samples ^nns++++=samples
is ^vbz+bez+vrb++=is
a ^at++++=a
diagnostic ^jj+atrb+++=diagnostic
tool ^nn++++=tool
but ^cc++++=but,
, ^zz++++=EXTRAWORD
more ^rbr++++=more
importantly ^rb+cnj+++=importantly,
, ^zz++++=EXTRAWORD
may ^md+pos+++=may
be ^vb+be+aux++=be
used ^vpsv++++=used
to ^to++++=to
provide ^vb+vsua+++=provide
surveillance ^nn+nom+++=surveillance
data ^nns++++=data
for ^in++++=for
a ^at++++=a
population ^nn+nom+++=population.
. ^zz++++=EXTRAWORD
For ^in++++=For
example ^nn++++=example,
, ^zz++++=EXTRAWORD
periodic ^jj+atrb+++=periodic
collection ^nn+nom+++=collection
of ^in++++=of
blood ^nn++++=blood
samples ^nns++++=samples
can ^md+pos+++=can
allow ^vb++++=allow
researchers ^nns+nom+++=researchers
to ^in++++=to
analyze ^jj+atrb++??+=analyze
levels ^nns++++=levels
of ^in++++=of
infection ^nn+nom+++=infection
or ^cc++++=or
immunity ^nn+nom+++=immunity
in ^in++++=in
the ^ati++++=the
population ^nn+nom+++=population
and ^cc++++=and
indicate ^nn+nom+++=indicate
whether ^cs+who+++=whether
there ^ex+pex+++=there
might ^md+pos+++=might
be ^vb+be+vrb++=be
vulnerability ^nn+nom+++=vulnerability
to ^in++++=to
certain ^jj+atrb+++=certain
strains ^nns++++=strains
that ^tht+rel+subj++=that
are ^vb+ber+vrb++=are
prevalent ^jj+pred+++=prevalent
in ^in++++=in
other ^ap++++=other
parts ^nns++++=parts
of ^in++++=of
the ^ati++++=the
world ^nn++++=world
( ^zz++++=(
85 ^cd++++=85
) ^zz++++=).
. ^zz++++=EXTRAWORD
