One ^cd1++++=One
way ^nn++++=way
in ^in++++=in
which ^whp+rel+pied++=which
scholars ^nns++++=scholars
have ^vb+hv+aux++=have
worked ^vprf+++xvbnx+=worked
to ^in++++=to
disrupt ^nn+++??+=disrupt
what ^wdt+who+++=what
Wilcox ^np++++=Wilcox
( ^zz++++=(2010)
2010 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
calls ^nns++++=calls
terminal ^jj+atrb+++=terminal
narratives ^nns++++=narratives
of ^in++++=of
Indigenous ^jj+atrb+++=Indigenous
collapse ^nn++++=collapse,
, ^zz++++=EXTRAWORD
disappearance ^nn++++=disappearance,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
assimilation ^nn++++=assimilation
is ^vbz+bez+vrb++=is
by ^in++++=by
using ^xvbg+++xvbg+=using
the ^ati++++=the
unique ^jj+atrb+++=unique
capacity ^nn++++=capacity
of ^in++++=of
the ^ati++++=the
archaeological ^jj+atrb+++=archaeological
record ^nn++++=record
to ^in++++=to
document ^nn++++=document
long ^jj++++=long-term
- ^zz++++=EXTRAWORD
term ^nn++++=EXTRAWORD
Indigenous ^jj+atrb+++=Indigenous
histories ^nns++++=histories.
. ^zz++++=EXTRAWORD
Building ^nvbg+++xvbg+=Building
on ^in++++=on
earlier ^jjr+atrb+++=earlier
critiques ^nns++++=critiques
by ^in++++=by
Lightfoot ^np+++??+=Lightfoot
( ^zz++++=(1995)
1995 ^cd+date+++=EXTRAWORD
) ^zz++++=EXTRAWORD
regarding ^in++++=regarding
the ^ati++++=the
problematic ^nn+++??+=problematic
division ^nn++++=division
between ^in++++=between
prehistory ^nn+++??+=prehistory
and ^cc++++=and
history ^nn++++=history
in ^in++++=in
North ^nr+pl+++=North
American ^jj+atrb+++=American
archaeology ^nn++++=archaeology,
, ^zz++++=EXTRAWORD
several ^ap++++=several
edited ^jj+atrb++xvbn+=edited
volumes ^nns++++=volumes
have ^vb+hv+aux++=have
compiled ^vprf+++xvbnx+=compiled
case ^nn++++=case
studies ^nns++++=studies
that ^tht+rel+subj++=that
take ^vb++++=take
up ^rb+phrv+++=up
a ^at++++=a
diachronic ^nn+++??+=diachronic
approach ^nn++++=approach
to ^in++++=to
settler ^nn++++=settler
colonialism ^nn++++=colonialism.
. ^zz++++=EXTRAWORD
Scheiber ^np+++??+=Scheiber
& ^zz++++=&
Mitchell ^np++++=Mitchell's
's ^$++++=EXTRAWORD
( ^zz++++=(2010)
2010 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
edited ^vbd+++xvbn+=edited
volume ^nn++++=volume
Across ^in+pl+++=Across
a ^at++++=a
Great ^nn++++=Great
Divide ^vb++++=Divide
is ^vbz+bez+vrb++=is
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
first ^rb++++=first
synthetic ^jj+atrb+++=synthetic
efforts ^nns++++=efforts
to ^to+ncmp+++=to
place ^vbi++++=place
Indigenous ^jj++++=Indigenous
economic ^jj++++=economic,
, ^zz++++=EXTRAWORD
social ^jj++++=social,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
political ^jj+atrb+++=political
transformations ^nns+++??+=transformations
and ^cc++++=and
stabilities ^nns+++??+=stabilities
from ^in++++=from
the ^ati++++=the
sixteenth ^nn++++=sixteenth
century ^nn++++=century
onward ^jjb++++=onward
into ^in++++=into
a ^at++++=a
longer ^rbr++++=longer
historical ^jj+atrb+++=historical
context ^nn++++=context
of ^in++++=of
technological ^jj+atrb+++=technological
and ^cc+phrs+++=and
cultural ^jj+atrb+++=cultural
change ^nn++++=change.
. ^zz++++=EXTRAWORD
