One ^cd1++++=One
handheld ^nn+++??+=handheld
battery ^nn+nom+++=battery-powered
- ^zz++++=EXTRAWORD
powered ^vbd+++xvbn+=EXTRAWORD
refractometer ^jjr+atrb+++=refractometer
costs ^nns++++=costs
on ^in++++=on
average ^jj++++=average
$ ^zz++++=$450
450 ^cd++++=EXTRAWORD
from ^in++++=from
Atago ^np+++??+=Atago,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
is ^vbz+bez+vrb++=is
significantly ^rb++++=significantly
cheaper ^jjr+pred+++=cheaper
than ^in++++=than
osmometers ^nns+nom+++=osmometers.
. ^zz++++=EXTRAWORD
The ^ati++++=The
urine ^nn++++=urine
samples ^nns++++=samples
are ^vb+ber+aux++=are
measured ^vpsv++agls+xvbnx+=measured
in ^in++++=in
the ^ati++++=the
field ^nn++++=field
immediately ^rb+tm+++=immediately
after ^in++++=after
collection ^nn+nom+++=collection
from ^in++++=from
participants ^nns+nom+++=participants.
. ^zz++++=EXTRAWORD
The ^ati++++=The
researcher ^nn+nom+++=researcher
simply ^rb++++=simply
places ^nns++++=places
the ^ati++++=the
refractometer ^jjr++++=refractometer
directly ^rb++++=directly
in ^in++++=in
the ^ati++++=the
urine ^nn++++=urine
sample ^nn++++=sample
after ^cs+sub+++=after
collection ^nn+nom+++=collection
and ^cc++++=and
the ^ati++++=the
refractometer ^nn++++=refractometer
provides ^vbz+vsua+tht0++=provides
the ^ati++++=the
digital ^nn++++=digital
reading ^vbg+++xvbg+=reading
after ^in++++=after
a ^at++++=a
couple ^nn++++=couple
seconds ^nns++++=seconds
of ^in++++=of
analysis ^nn++++=analysis.
. ^zz++++=EXTRAWORD
