One ^cd1++++=One
example ^nn++++=example
of ^in++++=of
Lewin ^np++++=Lewin's
's ^$++++=EXTRAWORD
work ^nn++++=work
stands ^vbz++++=stands
as ^ql++++=as
particularly ^rb++++=particularly
pertinent ^jj++++=pertinent
to ^in++++=to
some ^dti++++=some
of ^in++++=of
the ^ati++++=the
contributions ^nns+nom+++=contributions
to ^in++++=to
this ^dt+dem+++=this
special ^jj+atrb+++=special
issue ^nn++++=issue.
. ^zz++++=EXTRAWORD
Lewin ^np+++??+=Lewin
( ^zz++++=(
1943 ^cd+date+++=1943
) ^zz++++=)
sought ^xvbn+++xvbn+=sought
to ^to++++=to
encourage ^nn+nom+++=encourage
households ^nns++++=households
in ^in++++=in
wartime ^nn++++=wartime
United ^np++++=United
States ^nns++++=States
to ^to++++=to
consume ^vbi++++=consume
more ^rbr++++=more
organ ^nn++++=organ
meats ^nns++++=meats
( ^zz++++=(e.g.,
e.g ^rb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
kidney ^nn++++=kidney,
, ^zz++++=EXTRAWORD
liver ^nn++++=liver,
, ^zz++++=EXTRAWORD
tripe ^nn++++=tripe)
) ^zz++++=EXTRAWORD
as ^in++++=as
the ^ati++++=the
country ^nn++++=country
was ^vbd+bedz+vrb++=was
exporting ^jj++++=exporting
more ^rbr++++=more
traditional ^jj+atrb+++=traditional
forms ^nns++++=forms
of ^in++++=of
meat ^nn++++=meat
for ^in++++=for
its ^pp$+it+++=its
military ^jj+atrb+++=military
forces ^nns++++=forces
based ^vwbn+++xvbn+=based
overseas ^jjb++++=overseas.
. ^zz++++=EXTRAWORD
Rather ^rb+cnj+++=Rather
than ^in++++=than
attempting ^vb++++=attempting
to ^to+vcmp+++=to
change ^vb++++=change
attitudes ^nns++++=attitudes
to ^in++++=to
such ^abl++++=such
meats ^nns++++=meats,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
providing ^vbg+++xvbg+=providing
more ^rbr++++=more
information ^nn+nom+++=information
about ^rb++++=about
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
analyzed ^vbd+++xvbnx+=analyzed
the ^ati++++=the
systems ^nns++++=systems
through ^in++++=through
which ^whp+rel+pied++=which
food ^nn++++=food
was ^vbd+bedz+aux++=was
brought ^vpsv++agls+xvbnx+=brought
into ^in++++=into
the ^ati++++=the
household ^nn++++=household,
, ^zz++++=EXTRAWORD
prepared ^xvbn+++xvbn+=prepared
for ^in++++=for
consumption ^nn+nom+++=consumption,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
ultimately ^rb++++=ultimately
consumed ^vbd+++xvbn+=consumed.
. ^zz++++=EXTRAWORD
By ^in++++=By
developing ^nn++++=developing
targeted ^vbd+++xvbn+=targeted
interventions ^nns+nom+++=interventions
at ^in++++=at
critical ^jj+atrb+++=critical
points ^nns++++=points
in ^in++++=in
this ^dt+dem+++=this
ecological ^jj+atrb+++=ecological
system ^nn++++=system,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
delivering ^vbg+++xvbg+=delivering
interventions ^nns+nom+++=interventions
that ^tht+rel+subj++=that
combined ^vbd+++xvbn+=combined
social ^jj+atrb+++=social
norms ^nns++++=norms
with ^in++++=with
information ^nn+nom+++=information
designed ^vbd+++xvbn+=designed
to ^to+vcmp+++=to
overcome ^vbi++++=overcome
key ^jjb+atrb+++=key
points ^nns++++=points
of ^in++++=of
resistance ^nn+nom+++=resistance,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
significantly ^rb++++=significantly
increased ^jj+atrb++xvbn+=increased
households ^nns++++=households
consumption ^nn+nom+++=consumption
of ^in++++=of
organ ^nn++++=organ
meats ^nns++++=meats
( ^zz++++=(Greenwood
greenwood ^np++++=EXTRAWORD
& ^zz++++=&
levin ^np++++=Levin,
, ^zz++++=EXTRAWORD
2006 ^cd++++=2006
; ^zz++++=;
lewin ^np++++=Lewin,
, ^zz++++=EXTRAWORD
1943 ^cd+date+++=1943
) ^zz++++=).
. ^zz++++=EXTRAWORD
