One ^cd1++++=One
material ^nn++++=material
by ^in++++=by-product
- ^zz++++=EXTRAWORD
product ^nn++++=EXTRAWORD
of ^in++++=of
our ^pp$+pp1+++=our
socially ^rb++++=socially
embedded ^vbd+++xvbn+=embedded
methodological ^jj+atrb+++=methodological
practices ^nns++++=practices
is ^vbz+bez+vrb++=is
databases ^nns+++??+=databases
of ^in++++=of
social ^jj+atrb+++=social
knowledge ^nn++++=knowledge.
. ^zz++++=EXTRAWORD
Take ^vb++++=Take
the ^ati++++=the
dual ^jj++++=dual-use
- ^zz++++=EXTRAWORD
use ^nn++++=EXTRAWORD
Human ^jj+atrb+++=Human
Relations ^nns++++=Relations
Area ^nn++++=Area
Files ^nns++++=Files
( ^zz++++=(HRAF).
hraf ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
1950s ^cd+date+++=1950s,
, ^zz++++=EXTRAWORD
Hraf ^np+++??+=HRAF
was ^vbd+bedz+vrb++=was
funded ^nn+++??+=funded
for ^in++++=for
85 ^cd++++=85%
% ^zz++++=EXTRAWORD
by ^in++++=by
the ^ati++++=the
Us ^pp1o+pp1+++=US
Army ^nn++++=Army,
, ^zz++++=EXTRAWORD
Us ^pp1o+pp1+++=US
Navy ^nn++++=Navy,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Us ^pp1o+pp1+++=US
Air ^nn++++=Air
Force ^nn++++=Force
and ^cc++++=and
was ^vbd+bedz+aux++=was
used ^vpsv++agls+xvbnx+=used
for ^in++++=for
military ^jj+atrb+++=military
purposes ^nns++++=purposes.
. ^zz++++=EXTRAWORD
As ^in++++=As
Price ^nn++++=Price
( ^zz++++=(2012)
2012 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
recounts ^vbz++++=recounts,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
were ^vbd+bed+aux++=were
used ^vpsv++by+xvbnx+=used
by ^in++++=by
both ^abx++++=both
anthropologists ^nns++++=anthropologists
and ^cc++++=and
the ^ati++++=the
Us ^pp1o+pp1+++=US
military ^jj++++=military.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
describes ^vbz++++=describes
an ^at++++=an
attempt ^nn++++=attempt
to ^to+ncmp+++=to
draw ^vbi++++=draw
on ^in+ppvb+++=on
Hraf ^np++++=HRAF's
's ^$++++=EXTRAWORD
taxonomies ^nns+++??+=taxonomies,
, ^zz++++=EXTRAWORD
categories ^nns++++=categories,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
organization ^nn++++=organization
for ^in++++=for
military ^jj+atrb+++=military
publications ^nns++++=publications,
, ^zz++++=EXTRAWORD
exemplifying ^nn+++??+=exemplifying
efforts ^nns++++=efforts
to ^to+ncmp+++=to
align ^vb+++??+=align
civilian ^jj+atrb+++=civilian
and ^cc+phrs+++=and
military ^jj+atrb+++=military
knowledge ^nn++++=knowledge.
. ^zz++++=EXTRAWORD
Both ^abx++++=Both
Tobin ^np++++=Tobin
( ^zz++++=(1990)
1990 ^cd+date+++=EXTRAWORD
) ^zz++++=EXTRAWORD
and ^cc++++=and
Lemov ^np+++??+=Lemov
( ^zz++++=(2015)
2015 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
have ^vb+hv+aux++=have
also ^rb++splt++=also
taken ^vprf+++xvbnx+=taken
on ^rb+phrv+++=on
the ^ati++++=the
Hraf ^np+++??+=HRAF
and ^cc++++=and
other ^ap++++=other
databank ^nn+++??+=databank
initiatives ^nns+++??+=initiatives
that ^tht+rel+subj++=that
took ^vbd+++xvbn+=took
off ^rb+phrv+++=off
in ^in++++=in
earnest ^nn++++=earnest
in ^in++++=in
the ^ati++++=the
1950s ^cd+date+++=1950s,
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
more ^rbr++++=more
from ^in++++=from
the ^ati++++=the
angle ^nn++++=angle
of ^in++++=of
histories ^nns++++=histories
and ^cc++++=and
materialities ^nns+++??+=materialities
of ^in++++=of
data ^nns++++=data
gathering ^vwbg+++xvbg+=gathering.
. ^zz++++=EXTRAWORD
Lemov ^np+++??+=Lemov
( ^zz++++=(2015)
2015 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
homes ^nrs++++=homes
in ^in++++=in
on ^in++++=on
the ^ati++++=the
varied ^jj+atrb++xvbn+=varied
techniques ^nns++++=techniques,
, ^zz++++=EXTRAWORD
devices ^nns++++=devices,
, ^zz++++=EXTRAWORD
filing ^jj+atrb+++=filing
systems ^nns++++=systems,
, ^zz++++=EXTRAWORD
encounters ^nns++++=encounters,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
plasticities ^vbz+++??+=plasticities
used ^vbd+++xvbn+=used
in ^in++++=in
storage ^nn++++=storage
systems ^nns++++=systems
of ^in++++=of
social ^jj+atrb+++=social
knowledge ^nn++++=knowledge.
. ^zz++++=EXTRAWORD
In ^in++++=In
her ^pp$+pp3+++=her
monograph ^nn++++=monograph
about ^in++++=about
one ^cd1++++=one
anthropological ^jj+atrb+++=anthropological
databank ^nn+++??+=databank,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
details ^nns++++=details
the ^ati++++=the
comprehensive ^jj+atrb+++=comprehensive
sociocultural ^nn+++??+=sociocultural
knowledge ^nn++++=knowledge
sought ^vwbn+++xvbn+=sought
by ^in++++=by
combining ^xvbg+++xvbg+=combining
findings ^nns++++=findings
from ^in++++=from
sociologists ^nns++++=sociologists,
, ^zz++++=EXTRAWORD
psychologists ^nns++++=psychologists,
, ^zz++++=EXTRAWORD
historians ^nns++++=historians,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
ethologists ^nns+++??+=ethologists.
. ^zz++++=EXTRAWORD
Exemplifying ^np+++??+=Exemplifying
a ^at++++=a
postwar ^nn+++??+=postwar
inner ^jjb++++=inner-space
- ^zz++++=EXTRAWORD
space ^nn++++=EXTRAWORD
race ^nn++++=race
( ^zz++++=(
Lemov ^np++++=Lemov
2011 ^cd++++=2011
, ^zz++++=,
p ^zz++++=p.
. ^zz++++=EXTRAWORD
140 ^cd++++=140),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
such ^abl++++=such
researchers ^nns+++??+=researchers
combined ^vbd+++xvbn+=combined
ethnographic ^nn+++??+=ethnographic
observations ^nns++++=observations
with ^in+strn+++=with,
, ^zz++++=EXTRAWORD
e.g ^rb++++=e.g.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
projective ^jj+atrb+++=projective
tests ^nns++++=tests,
, ^zz++++=EXTRAWORD
focus ^nn++++=focus
groups ^nns++++=groups,
, ^zz++++=EXTRAWORD
Rorschach ^np+++??+=Rorschach
tests ^nns++++=tests,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Thematic ^jj+atrb+++=Thematic
Apperception ^np+++??+=Apperception
Tests ^nns++++=Tests
in ^in++++=in
one ^cd1++++=one
anthropological ^jj+atrb+++=anthropological
archive ^nn+++??+=archive.
. ^zz++++=EXTRAWORD
Lemov ^np+++??+=Lemov
( ^zz++++=(2015)
2015 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
also ^rb++++=also
tracks ^vbz++++=tracks
the ^ati++++=the
shifting ^jj+atrb++xvbg+=shifting
meanings ^nns++++=meanings
and ^cc++++=and
uses ^nns++++=uses
and ^cc++++=and
cooptations ^nns+++??+=cooptations
of ^in++++=of
these ^dt+dem+++=these
data ^nns++++=data
sets ^nns++++=sets
and ^cc++++=and
the ^ati++++=the
different ^jj+atrb+++=different
ways ^nns++++=ways
in ^in++++=in
which ^whp+rel+pied++=which
the ^ati++++=the
idea ^nn++++=idea
of ^in++++=of
total ^jj+atrb+++=total
knowledge ^nn++++=knowledge
was ^vbd+bedz+aux++=was
pursued ^vwbn+++xvbn+=pursued
and ^cc+phrs+++=and
realized ^vbd+vprv++xvbn+=realized.
. ^zz++++=EXTRAWORD
