One ^cd1++++=One
answer ^nn++++=answer,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
suggest ^vb+vpub+++=suggest,
, ^zz++++=EXTRAWORD
comes ^vbz++++=comes
in ^in++++=in
a ^at++++=a
history ^nn++++=history
of ^in++++=of
social ^jj+atrb+++=social
relations ^nns++++=relations
where ^wrb+who+++=where
shamans ^nns+++??+=shamans
are ^vb+ber+aux++=are
cast ^vpsv++agls+xvbnx+=cast
as ^ql++++=as
translators ^vbz+++??+=translators
of ^in++++=of
the ^ati++++=the
unseen ^jj++++=unseen
and ^cc++++=and
are ^vb+ber+vrb++=are
themselves ^ppls+pp3+++=themselves
sites ^nns++++=sites
of ^in++++=of
anxiety ^nn++++=anxiety
in ^in++++=in
a ^at++++=a
very ^ql+amp+++=very
real ^jj+atrb+++=real
world ^nn++++=world,
, ^zz++++=EXTRAWORD
a ^at++++=a
world ^nn++++=world
filled ^vbd+++xvbn+=filled
with ^in++++=with
encounters ^nns++++=encounters
across ^in+pl+++=across
lines ^nns++++=lines
of ^in++++=of
gender ^nn++++=gender,
, ^zz++++=EXTRAWORD
class ^nn++++=class,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
colonial ^jj+atrb+++=colonial
incursions ^nns++++=incursions
often ^rb++++=often
defined ^vpsv++by+xvbn+=defined
by ^in++++=by
race ^nn++++=race.
. ^zz++++=EXTRAWORD
In ^in++++=In
Wayward ^jj+atrb+++=Wayward
Shamans ^np+++??+=Shamans:
: ^zz++++=EXTRAWORD
The ^ati++++=The
Prehistory ^np+++??+=Prehistory
of ^in++++=of
an ^at++++=an
Idea ^nn++++=Idea
( ^zz++++=(2013),
2013 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Tom ^np++++=Tom
kov ^nn+++??+=kov
joins ^nns++++=joins
earlier ^jjr+atrb+++=earlier
work ^nn++++=work
on ^in++++=on
gender ^nn++++=gender
in ^in++++=in
shamanism ^nn+++??+=shamanism
( ^zz++++=(
Bacigalupo ^np++++=Bacigalupo
2007 ^cd++++=2007
; ^zz++++=;
Boddy ^np+++??+=Boddy
1994 ^cd+date+++=1994
; ^zz++++=;
Buyandelger ^np+++??+=Buyandelger
2013 ^cd++++=2013
; ^zz++++=;
Humphrey ^np++++=Humphrey
& ^zz++++=&
Onon ^np+++??+=Onon
1996 ^cd+date+++=1996
; ^zz++++=;
Kendall ^np+++??+=Kendall
1985 ^cd+date+++=1985
, ^zz++++=,
1988 ^cd+date+++=1988
; ^zz++++=;
Van ^&fw++++=Van
Deusen ^np+++??+=Deusen
2001 ^cd++++=2001
, ^zz++++=,
2004 ^cd++++=2004
) ^zz++++=)
by ^in++++=by
expertly ^rb++++=expertly
mapping ^nn++++=mapping
how ^wrb+who+++=how
a ^at++++=a
sea ^nn++++=sea
of ^in++++=of
evidence ^nn++++=evidence
showcasing ^vwbg+++xvbg+=showcasing
female ^jj+atrb+++=female
spirit ^nn++++=spirit
leaders ^nns++++=leaders
in ^in++++=in
the ^ati++++=the
archaeological ^jj+atrb+++=archaeological
record ^nn++++=record
was ^vbd+bedz+aux++=was
set ^vpsv++agls+xvbnx+=set
aside ^rb+phrv+++=aside
in ^in++++=in
favor ^nn++++=favor
of ^in++++=of
patriarchal ^jj+atrb+++=patriarchal
archetypes ^nns++++=archetypes
in ^in++++=in
a ^at++++=a
long ^jj+atrb+++=long
history ^nn++++=history
of ^in++++=of
gender ^nn++++=gender
panic ^nn++++=panic.
. ^zz++++=EXTRAWORD
