One ^cd1++++=One
important ^jj+atrb+++=important
aspect ^nn++++=aspect
of ^in++++=of
human ^jj+atrb+++=human
newborn ^jj+atrb++xvbn+=newborn
helplessness ^nns+nom+++=helplessness
is ^vbz+bez+vrb++=is
their ^pp$+pp3+++=their
lack ^nn++++=lack
of ^in++++=of
motoric ^jj+atrb+++=motoric
development ^nn+nom+++=development
( ^zz++++=(
Desilva ^np++++=DeSilva
2016 ^cd++++=2016
, ^zz++++=,
Falk ^np+++??+=Falk
2016a ^cd++++=2016a
, ^zz++++=,b;
b ^zz++++=EXTRAWORD
; ^zz++++=EXTRAWORD
Gibson ^np+++??+=Gibson
1991 ^cd+date+++=1991
) ^zz++++=).
. ^zz++++=EXTRAWORD
Like ^in++++=Like
many ^ap++++=many
other ^ap++++=other
apes ^nns+++??+=apes,
, ^zz++++=EXTRAWORD
human ^jj+atrb+++=human
newborns ^nns+++??+=newborns
are ^vb+ber+vrb++=are
unable ^jj+pred+++=unable
to ^to+jcmp+++=to
move ^vbi++++=move
around ^rp++++=around
on ^in++++=on
their ^pp$+pp3+++=their
own ^ap++++=own
for ^in++++=for
a ^at++++=a
year ^nn++++=year
after ^cs+sub+++=after
birth ^nn++++=birth
and ^cc++++=and
unable ^jj++++=unable
to ^to+jcmp+++=to
move ^vbi++++=move
effectively ^rb++++=effectively
for ^in++++=for
some ^dti++++=some
time ^nn++++=time
after ^in++++=after
that ^dt+pdem+++=that.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
mobility ^nn+nom+++=mobility
may ^md+pos+++=may
be ^vb+be+aux++=be
limited ^vpsv++agls+xvbnx+=limited
particularly ^rb++++=particularly
because ^cs+cos+++=because
bipedalism ^nn+nom+++=bipedalism
is ^vbz+bez+vrb++=is
inherently ^rb++++=inherently
less ^rbr++++=less
stable ^jj++++=stable
than ^in++++=than
quadrupedalism ^nn+nom+++=quadrupedalism,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
young ^jj+atrb+++=young
children ^nns++++=children
are ^vb+ber+vrb++=are
likely ^jj+pred+++=likely
to ^to+jcmp+++=to
fall ^vbi++++=fall
frequently ^rb++++=frequently
even ^rb++++=even
after ^cs+sub+++=after
learning ^vb+vprv++xvbg+=learning
to ^to+vcmp+++=to
walk ^vbi++++=walk
( ^zz++++=(
Adolph ^np++++=Adolph
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
2012 ^cd++++=2012
) ^zz++++=).
. ^zz++++=EXTRAWORD
Coupled ^j+++xvbn+=Coupled
with ^in++++=with
human ^jj+atrb+++=human
infants ^nns+nom+++=infants
large ^jj+atrb+++=large
body ^nn++++=body
size ^nn++++=size,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
limited ^jj+atrb++xvbn+=limited
mobility ^nn+nom+++=mobility
means ^nns++++=means
that ^tht+rel+++=that
human ^jj+atrb+++=human
infants ^nns+nom+++=infants
place ^nn++++=place
a ^at++++=a
considerable ^jj+atrb+++=considerable
burden ^nn++++=burden
on ^in++++=on
their ^pp$+pp3+++=their
parents ^nns++++=parents
or ^cc++++=or
other ^ap++++=other
caregivers ^nns+nom+++=caregivers
by ^in++++=by
needing ^vb+++xvbg+=needing
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
carried ^vpsv++agls+xvbnx+=carried
for ^in++++=for
the ^ati++++=the
first ^rb++++=first
few ^ap++++=few
years ^nns++++=years
of ^in++++=of
life ^nn++++=life
( ^zz++++=(
Wall ^np++++=Wall-Scheffler
- ^zz++++=EXTRAWORD
scheffler ^jjr++++=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
2007 ^cd++++=2007
) ^zz++++=).
. ^zz++++=EXTRAWORD
In ^rb++++=In
general ^rb"++++=general,
, ^zz++++=EXTRAWORD
across ^in+pl+++=across
mammals ^nns+nom+++=mammals,
, ^zz++++=EXTRAWORD
altricial ^jj+atrb+++=altricial
species ^nn++++=species
( ^zz++++=(such
such ^abl++++=EXTRAWORD
as ^ql++++=as
kittens ^nns+++??+=kittens)
) ^zz++++=EXTRAWORD
are ^vb+ber+vrb++=are
also ^rb++++=also
unable ^jj+pred+++=unable
to ^to+jcmp+++=to
locomote ^vb+++??+=locomote
on ^in++++=on
their ^pp$+pp3+++=their
own ^ap++++=own,
, ^zz++++=EXTRAWORD
whereas ^cs+sub+++=whereas
precocial ^jj+atrb+++=precocial
ones ^cd1s++++=ones
( ^zz++++=(such
such ^abl++++=EXTRAWORD
as ^ql++++=as
colts ^nns++++=colts)
) ^zz++++=EXTRAWORD
can ^md+pos+++=can
move ^vb++++=move
independently ^rb++++=independently
very ^ql+amp+++=very
