One ^cd1++++=One
could ^md+pos+++=could
argue ^vb+vpub+tht0++=argue
that ^tht+vcmp+++=that,
, ^zz++++=EXTRAWORD
owing ^in+cmpx+++=owing
to ^in"++++=to
their ^pp$+pp3+++=their
lower ^jjr+atrb+++=lower
levels ^nns++++=levels
of ^in++++=of
phenotypic ^nn+++??+=phenotypic
disparity ^nn+++??+=disparity
relative ^jj++++=relative
to ^in++++=to
the ^ati++++=the
time ^nn++++=time
depth ^nn++++=depth
of ^in++++=of
their ^pp$+pp3+++=their
divergence ^nn++++=divergence,
, ^zz++++=EXTRAWORD
Indian ^jj+atrb+++=Indian/Chinese
M ^zz++++=M.
. ^zz++++=EXTRAWORD
mulatta ^nn+++??+=mulatta
pelves ^nns++++=pelves
are ^vb+ber+vrb++=are
not ^xnot++not++=not
a ^at++++=a
good ^jj+atrb+++=good
model ^nn++++=model
for ^in++++=for
the ^ati++++=the
phenotypic ^nn+++??+=phenotypic
effects ^nns++++=effects
of ^in++++=of
hybridization ^nn+++??+=hybridization
in ^in++++=in
hominins ^nns+++??+=hominins.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
may ^md+pos+++=may,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
be ^vb+be+vrb++=be
difficult ^jj+pred+++=difficult
to ^to+jcmp+++=to
find ^vbi+vprv+++=find
a ^at++++=a
pair ^nn++++=pair
of ^in++++=of
primate ^nn++++=primate
taxa ^nn+++??+=taxa
with ^in++++=with
a ^at++++=a
similar ^jj+atrb+++=similar
divergence ^nn++++=divergence
time ^nn++++=time
to ^in++++=to
H ^zz++++=H.
. ^zz++++=EXTRAWORD
sapiens ^nns+++??+=sapiens
and ^cc++++=and
similar ^jj+atrb+++=similar
morphological ^jj+atrb+++=morphological
disparity ^nn+++??+=disparity,
, ^zz++++=EXTRAWORD
highlighting ^nn+++??+=highlighting
the ^ati++++=the
peculiarity ^nn++++=peculiarity
of ^in++++=of
these ^dt+dem+++=these
hominin ^nn+++??+=hominin
sister ^nn++++=sister
taxa ^nn+++??+=taxa.
. ^zz++++=EXTRAWORD
Most ^ap+emph+++=Most
of ^in++++=of
the ^ati++++=the
taxon ^nn+++??+=taxon
pairs ^nns++++=pairs
in ^in++++=in
the ^ati++++=the
nonhuman ^nn+++??+=nonhuman
primate ^nn++++=primate
hybrid ^nn++++=hybrid
literature ^nn++++=literature
have ^vb+hv+vrb++=have
greater ^jjr++++=greater
phylogenetic ^jj++++=phylogenetic
split ^xvbn+++xvbn+=split
times ^nns++++=times,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
no ^at++++=no
way ^nn++++=way
of ^in++++=of
directly ^rb++++=directly
comparing ^jj+atrb++xvbg+=comparing
parent ^nn++++=parent
taxon ^nn+++??+=taxon
phenotypic ^nn+++??+=phenotypic
disparity ^nn+++??+=disparity
between ^in++++=between
studies ^nns++++=studies,
, ^zz++++=EXTRAWORD
the ^ati++++=the
stronger ^jjr+atrb+++=stronger
admixture ^nn++++=admixture
effects ^nns++++=effects
seen ^vbd+vprv++xvbn+=seen
in ^in++++=in
previous ^jj+atrb+++=previous
studies ^nns++++=studies
may ^md+pos+++=may
in ^in++++=in
part ^nn++++=part
be ^vb+be+aux++=be
related ^vpsv++agls+xvbnx+=related
to ^in++++=to
greater ^jjr+atrb+++=greater
phenotypic ^nn+++??+=phenotypic
differentiation ^nn++++=differentiation
between ^in++++=between
parent ^nn++++=parent
taxa ^nn++++=taxa
( ^zz++++=(see
see ^vb+vprv+++=EXTRAWORD
section ^nn++++=section
4.3 ^cd++++=4.3
) ^zz++++=).
. ^zz++++=EXTRAWORD
