One ^cd1++++=One
patient ^nn++++=patient
in ^in++++=in
each ^dt++++=each
group ^nn++++=group
had ^vb+hv+vrb++=had
progression ^nn++++=progression
to ^in++++=to
higher ^jjr++++=higher-risk
- ^zz++++=EXTRAWORD
risk ^vb++++=EXTRAWORD
myelodysplastic ^nn+++??+=myelodysplastic
syndromes ^nns+++??+=syndromes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
acute ^jj+atrb+++=acute
myeloid ^nn+++??+=myeloid
leukemia ^nn+++??+=leukemia
developed ^vbd+++xvbn+=developed
in ^in++++=in
4 ^zz++++=4
patients ^nns++++=patients
( ^zz++++=(3
3 ^zz++++=EXTRAWORD
patients ^nns++++=patients
[ ^zz++++=[2%]
2 ^zz++++=EXTRAWORD
% ^zz++++=EXTRAWORD
] ^zz++++=EXTRAWORD
receiving ^jj+atrb++xvbg+=receiving
luspatercept ^nn+++??+=luspatercept
and ^cc++++=and
1 ^zz++++=1
[ ^zz++++=[1%]
1 ^zz++++=EXTRAWORD
% ^zz++++=EXTRAWORD
] ^zz++++=EXTRAWORD
receiving ^vbg+++xvbg+=receiving
placebo ^nn+++??+=placebo).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
A ^at++++=A
total ^nn++++=total
of ^in++++=of
21 ^cd++++=21
patients ^nns++++=patients
died ^vbd+++xvbn+=died
during ^in++++=during
the ^ati++++=the
trial ^nn++++=trial:
: ^zz++++=EXTRAWORD
12 ^cd++++=12
patients ^nns++++=patients
( ^zz++++=(8%)
8 ^zz++++=EXTRAWORD
% ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
luspatercept ^nn+++??+=luspatercept
group ^nn++++=group
and ^cc++++=and
9 ^zz++++=9
( ^zz++++=(12%)
12 ^cd++++=EXTRAWORD
% ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
placebo ^nn+++??+=placebo
group ^nn++++=group
( ^zz++++=(data
data ^nns++++=EXTRAWORD
not ^xnot++not++=not
shown ^vbd+vprv++xvbn+=shown).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Overall ^jjb++++=Overall,
, ^zz++++=EXTRAWORD
5 ^zz++++=5
patients ^nns++++=patients
( ^zz++++=(3%)
3 ^zz++++=EXTRAWORD
% ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
receiving ^jj+atrb++xvbg+=receiving
luspatercept ^nn+++??+=luspatercept
and ^cc++++=and
4 ^zz++++=4
( ^zz++++=(5%)
5 ^zz++++=EXTRAWORD
% ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
receiving ^jj+atrb++xvbg+=receiving
placebo ^nn+++??+=placebo
died ^vbd+++xvbn+=died
owing ^in++++=owing
to ^in++++=to
adverse ^jj+atrb+++=adverse
events ^nns++++=events
during ^in++++=during
the ^ati++++=the
double ^jj++++=double-blind
- ^zz++++=EXTRAWORD
blind ^jj+atrb+++=EXTRAWORD
period ^nn++++=period
or ^cc++++=or
within ^in++++=within
6 ^zz++++=6
weeks ^nns++++=weeks
thereafter ^rb++++=thereafter;
; ^zz++++=EXTRAWORD
investigators ^nns++++=investigators
judged ^vwbn+vprv++xvbn+=judged
the ^ati++++=the
deaths ^nns++++=deaths
to ^to++++=to
be ^vbi++vrb++=be
unrelated ^jj+pred+++=unrelated
to ^in++++=to
luspatercept ^nn++++=luspatercept
or ^cc++++=or
placebo ^nn++++=placebo.
. ^zz++++=EXTRAWORD
