One ^cd1++++=One
study ^vb++++=study
examined ^vbd+++xvbn+=examined
health ^nn++++=health
care ^nn++++=care
use ^nn++++=use
and ^cc++++=and
costs ^nns++++=costs,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
results ^nns++++=results
were ^vbd+bed+aux++=were
mixed ^vpsv++agls+xvbnx+=mixed
across ^in+pl+++=across
the ^ati++++=the
outcomes ^nn++++=outcomes
examined ^vwbn+++xvbn+=examined
( ^zz++++=(
51 ^cd++++=51
) ^zz++++=).
. ^zz++++=EXTRAWORD
Combining ^vbg+++xvbg+=Combining
both ^abx++++=both
types ^nns++++=types
of ^in++++=of
care ^nn++++=care
was ^vbd+bedz+vrb++=was
superior ^jj+pred+++=superior
to ^in++++=to
either ^dtx++++=either
informal ^jj+atrb+++=informal
care ^nn++++=care
or ^cc++++=or
formal ^jj+atrb+++=formal
care ^nn++++=care
alone ^rb++++=alone
for ^in++++=for
decreasing ^xvbg+++xvbg+=decreasing
Gp ^np+++??+=GP
and ^cc++++=and
doctor ^nn++++=doctor
visits ^nns++++=visits.
. ^zz++++=EXTRAWORD
Informal ^jj+atrb+++=Informal
care ^nn++++=care
alone ^rb++++=alone
was ^vbd+bedz+vrb++=was
superior ^jj+pred+++=superior
for ^in++++=for
decreasing ^xvbg+++xvbg+=decreasing
hospitalizations ^nns+++??+=hospitalizations.
. ^zz++++=EXTRAWORD
Formal ^jj++++=Formal
care ^vb+vprv+++=care
led ^vwbn+++xvbn+=led
to ^in++++=to
shorter ^jjr++++=shorter
hospital ^npl++++=hospital
stays ^vbz++++=stays
for ^in++++=for
individuals ^nns++++=individuals
with ^in++++=with
and ^cc++++=and
without ^in++++=without
informal ^jj+atrb+++=informal
care ^nn++++=care.
. ^zz++++=EXTRAWORD
