One ^cd1++++=One
challenge ^vb++++=challenge
involved ^vbd+++xvbn+=involved
in ^in++++=in
the ^ati++++=the
treatment ^nn+nom+++=treatment
of ^in++++=of
Patient ^nn++++=Patient
1 ^zz++++=1
was ^vbd+bedz+aux++=was
worsening ^vbg+++xvbgx+=worsening
renal ^jj+atrb+++=renal
function ^nn+nom+++=function.
. ^zz++++=EXTRAWORD
A ^at++++=A
renal ^jj+atrb+++=renal
biopsy ^nn+++??+=biopsy
specimen ^nn++++=specimen
showed ^vbd+vprv++xvbn+=showed
an ^at++++=an
unusual ^jj+atrb+++=unusual
form ^nn++++=form
of ^in++++=of
membranous ^jj+atrb+++=membranous
nephropathy ^nn+++??+=nephropathy,
, ^zz++++=EXTRAWORD
with ^in++++=with
global ^jj++++=global
and ^cc++++=and
diffuse ^nn+++??+=diffuse
spherular ^nn+++??+=spherular
deposits ^nns++++=deposits
in ^in++++=in
glomeruli ^nn+++??+=glomeruli
and ^cc++++=and
tubules ^nns+++??+=tubules.
. ^zz++++=EXTRAWORD
Membranous ^np+++??+=Membranous
nephropathy ^nn+++??+=nephropathy
with ^in++++=with
spherules ^nns+++??+=spherules
is ^vbz+bez+vrb++=is
a ^at++++=a
rare ^jj+atrb+++=rare
variant ^nn+nom+++=variant
of ^in++++=of
membranous ^jj+atrb+++=membranous
nephropathy ^nn+++??+=nephropathy
that ^tht+rel+subj++=that
is ^vbz+bez+aux++=is
poorly ^rb++splt++=poorly
understood ^vpsv++agls+xvbnx+=understood.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
unknown ^jj+pred+++=unknown
whether ^cs+who+++=whether
these ^dt+dem+++=these
distinct ^jj+atrb+++=distinct
ultrastructural ^jj+atrb+++=ultrastructural
morphologic ^jj+atrb+++=morphologic
features ^nns++++=features
reflect ^vb+vprv+++=reflect
a ^at++++=a
distinct ^jj+atrb+++=distinct
subset ^nn+++??+=subset
of ^in++++=of
membranous ^jj+atrb+++=membranous
nephropathy ^nn+++??+=nephropathy
with ^in++++=with
a ^at++++=a
new ^jj+atrb+++=new
antigen ^nn++++=antigen
antibody ^nn++++=antibody
complex ^jj++++=complex
or ^cc++++=or
a ^at++++=a
different ^jj+atrb+++=different
form ^nn++++=form
of ^in++++=of
pathogenesis ^nns+++??+=pathogenesis.
. ^zz++++=EXTRAWORD
Given ^vpbn+v++xvbn+=Given
the ^ati++++=the
distribution ^nn+nom+++=distribution
of ^in++++=of
deposits ^nns++++=deposits
within ^in++++=within
the ^ati++++=the
tubules ^nns+++??+=tubules
where ^wrb+who+++=where
Pth1r ^np+++??+=PTH1R
is ^vbz+bez+aux++=is
expressed ^vpsv++agls+xvbnx+=expressed,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
worth ^in++++=worth
considering ^xvbg+++xvbg+=considering
a ^at++++=a
potential ^jj+atrb+++=potential
role ^nn++++=role
for ^in++++=for
circulating ^xvbg+++xvbg+=circulating
Pth1r ^np+++??+=PTH1R
autoantibodies ^nns+++??+=autoantibodies
in ^in++++=in
the ^ati++++=the
development ^nn+nom+++=development
of ^in++++=of
the ^ati++++=the
renal ^jj+atrb+++=renal
manifestations ^nns+nom+++=manifestations.
. ^zz++++=EXTRAWORD
Although ^cs+con+++=Although
a ^at++++=a
previous ^jj+atrb+++=previous
study ^nn++++=study
in ^in++++=in
which ^whp+rel+pied++=which
a ^at++++=a
competitive ^jj+atrb+++=competitive
binding ^jj+atrb+++=binding
assay ^nn++++=assay
was ^vbd+bedz+aux++=was
used ^vpsv++agls+xvbnx+=used
suggested ^vprf+++xvbn+=suggested
that ^tht+vcmp+++=that
most ^ql+emph+++=most
patients ^nns++++=patients
with ^in++++=with
uremia ^nn+++??+=uremia
have ^vb+hv+vrb++=have
blocking ^nvbg+++xvbg+=blocking
autoantibodies ^nns+++??+=autoantibodies
to ^in++++=to
Pth1r ^np+++??+=PTH1R,
, ^zz++++=EXTRAWORD
our ^pp$+pp1+++=our
findings ^nns++++=findings,
, ^zz++++=EXTRAWORD
based ^xvbn+++xvbn+=based
on ^in++++=on
the ^ati++++=the
use ^nn++++=use
of ^in++++=of
a ^at++++=a
more ^ql++++=more
direct ^vb+vpub+++=direct
binding ^jj+atrb+++=binding
assay ^nn++++=assay,
, ^zz++++=EXTRAWORD
showed ^vb+++xvbn+=showed
that ^tht+vcmp+++=that
Pth1r ^np+++??+=PTH1R
autoantibodies ^nns+++??+=autoantibodies
were ^vbd+bed+vrb++=were
absent ^jj+pred+++=absent
in ^in++++=in
all ^rb++++=all
41 ^cd++++=41
patients ^nns++++=patients
with ^in++++=with
kidney ^nn++++=kidney
disease ^nn++++=disease,
, ^zz++++=EXTRAWORD
including ^in++++=including
3 ^zz++++=3
patients ^nns++++=patients
with ^in++++=with
uremia ^nn+++??+=uremia.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
therefore ^rb+cnj+++=therefore
does ^vbz+doz+aux++=does
not ^xnot++not++=not
appear ^vb+seem+++=appear
that ^tht+vcmp+++=that
Pth1r ^np+++??+=PTH1R
autoantibodies ^nns+++??+=autoantibodies
are ^vb+ber+vrb++=are
a ^at++++=a
common ^jj+atrb+++=common
feature ^nn++++=feature
of ^in++++=of
uremia ^nn+++??+=uremia.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
of ^in++++=of
interest ^nn++++=interest
that ^tht+rel+obj++=that
our ^pp$+pp1+++=our
patients ^nns++++=patients
had ^vbd+hvd+aux++=had
increased ^vprf+++xvbnx+=increased
frequencies ^nns++++=frequencies
of ^in++++=of
the ^ati++++=the
Cd21 ^np+++??+=CD21-low
- ^zz++++=EXTRAWORD
low ^jj+atrb+++=EXTRAWORD
Cd38 ^np+++??+=CD38-negative
- ^zz++++=EXTRAWORD
negative ^jj++++=EXTRAWORD
B ^zz++++=B-cell
- ^zz++++=EXTRAWORD
cell ^nn++++=EXTRAWORD
subset ^nn+++??+=subset
in ^in++++=in
peripheral ^jj+atrb+++=peripheral
blood ^nn++++=blood,
, ^zz++++=EXTRAWORD
an ^at++++=an
enrichment ^nn+nom+++=enrichment
of ^in++++=of
which ^whp+rel+pied++=which
has ^vbz+hvz+aux++=has
also ^rb++splt++=also
been ^vprf+ben+aux+xvbnx+=been
reported ^vpsv++agls+xvbnx+=reported
in ^in++++=in
patients ^nns++++=patients
with ^in++++=with
autoimmunity ^nn+nom+++=autoimmunity
associated ^jj++++=associated
with ^in++++=with
autoantibody ^nn++++=autoantibody
production ^nn+nom+++=production.
. ^zz++++=EXTRAWORD
