One ^cd1++++=One
strength ^nn++++=strength
of ^in++++=of
this ^dt+dem+++=this
analysis ^nn++++=analysis
is ^vbz+bez+vrb++=is
that ^tht+vcmp+++=that
when ^wrb+who+++=when
analysed ^vprf+++xvbn+=analysed
separately ^rb+cnj+++=separately,
, ^zz++++=EXTRAWORD
the ^ati++++=the
findings ^nns++++=findings
from ^in++++=from
the ^ati++++=the
Million ^cd++++=Million
Women ^nns++++=Women
Study ^nn++++=Study
and ^cc++++=and
Uk ^np++++=UK
Biobank ^np+++??+=Biobank
were ^vbd+bed+vrb++=were
similar ^jj+pred+++=similar,
, ^zz++++=EXTRAWORD
even ^rb++++=even
though ^cs+sub+++=though
their ^pp$+pp3+++=their
characteristics ^nns++++=characteristics
were ^vbd+bed+vrb++=were
different ^jj+pred+++=different
and ^cc++++=and
the ^ati++++=the
questionnaires ^nns++++=questionnaires
used ^md"++pmd"++=used
to ^to++++=to
assess ^vb++++=assess
social ^jj+atrb+++=social
isolation ^nn++++=isolation
were ^vbd+bed+vrb++=were
slightly ^rb+down+++=slightly
different ^jj+pred+++=different.
. ^zz++++=EXTRAWORD
Participants ^nns++++=Participants
in ^in++++=in
the ^ati++++=the
Million ^cd++++=Million
Women ^nns++++=Women
Study ^nn++++=Study
were ^vbd+bed+aux++=were
asked ^vpsv++agls+xvbnx+=asked
about ^in++++=about
any ^dti++++=any
contact ^nn++++=contact
with ^in++++=with
others ^aps++++=others
( ^zz++++=(by
by ^in++++=EXTRAWORD
email ^nn+++??+=email,
, ^zz++++=EXTRAWORD
phone ^nn++++=phone,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
person ^nn++++=person),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
whereas ^cs+sub+++=whereas
Uk ^np++++=UK
Biobank ^np+++??+=Biobank
participants ^nns++++=participants
were ^vbd+bed+aux++=were
asked ^vpsv++agls+xvbnx+=asked
only ^rb+down+++=only
about ^in++++=about
visiting ^xvbg+++xvbg+=visiting
or ^cc++++=or
having ^xvbg+++xvbg+=having
a ^at++++=a
visit ^nn++++=visit
from ^in++++=from
family ^nn++++=family
or ^cc++++=or
friends ^nns++++=friends
in ^in++++=in
person ^nn++++=person.
. ^zz++++=EXTRAWORD
Participants ^nns++++=Participants
included ^vbd+++xvbn+=included
in ^in++++=in
the ^ati++++=the
Million ^cd++++=Million
Women ^nns++++=Women
Study ^nn++++=Study
were ^vbd+bed+vrb++=were
all ^abn++++=all
women ^nns++++=women
and ^cc++++=and
were ^vbd+bed+vrb++=were
about ^in++++=about
a ^at++++=a
decade ^nn++++=decade
older ^jjr++++=older
than ^in++++=than
Uk ^np++++=UK
Biobank ^np+++??+=Biobank
participants ^nns++++=participants
and ^cc++++=and
more ^rbr++++=more
likely ^jj++++=likely
to ^to+jcmp+++=to
live ^vbi++++=live
alone ^jj++++=alone.
. ^zz++++=EXTRAWORD
Other ^ap++++=Other
strengths ^nns++++=strengths
include ^vb++++=include
the ^ati++++=the
prospective ^jj+atrb+++=prospective
design ^nn++++=design
of ^in++++=of
both ^abx++++=both
studies ^nns++++=studies,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
reduces ^vbz++++=reduces
the ^ati++++=the
risk ^nn++++=risk
of ^in++++=of
recall ^vb+vprv+++=recall
bias ^nn++++=bias,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
adjustment ^nn++++=adjustment
for ^in++++=for
the ^ati++++=the
most ^ql+emph+++=most
relevant ^jj+atrb+++=relevant
confounders ^nns+++??+=confounders.
. ^zz++++=EXTRAWORD
A ^at++++=A
further ^jjb+atrb+++=further
strength ^nn++++=strength
is ^vbz+bez+vrb++=is
the ^ati++++=the
large ^jj+atrb+++=large
number ^nn++++=number
of ^in++++=of
events ^nns++++=events
that ^tht+rel+subj++=that
occurred ^vprf+++xvbn+=occurred
during ^in++++=during
follow ^vb+vprv+++=follow-up
- ^zz++++=EXTRAWORD
up ^rp++++=EXTRAWORD
in ^in++++=in
both ^abx++++=both
studies ^nns++++=studies,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
provided ^vbd+vsua++xvbn+=provided
adequate ^jj+atrb+++=adequate
power ^nn++++=power
to ^to+ncmp+++=to
compare ^vbi++++=compare
the ^ati++++=the
risks ^nns++++=risks
of ^in++++=of
fatal ^jj++++=fatal
and ^cc++++=and
non ^&fw++++=non-fatal
- ^zz++++=EXTRAWORD
fatal ^jj+atrb+++=EXTRAWORD
coronary ^jj+atrb+++=coronary
heart ^nn++++=heart
disease ^nn++++=disease
and ^cc++++=and
stroke ^nn++++=stroke
events ^nns++++=events
associated ^vbd+++xvbn+=associated
not ^xnot++not++=not
only ^rb+down+++=only
with ^in++++=with
different ^jj+atrb+++=different
levels ^nns++++=levels
of ^in++++=of
social ^jj+atrb+++=social
isolation ^nn++++=isolation,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
also ^rb++++=also
with ^in++++=with
different ^jj+atrb+++=different
components ^nns++++=components
of ^in++++=of
the ^ati++++=the
social ^jj+atrb+++=social
isolation ^nn++++=isolation
index ^nn++++=index.
. ^zz++++=EXTRAWORD
A ^at++++=A
limitation ^nn++++=limitation
of ^in++++=of
our ^pp$+pp1+++=our
analyses ^nns++++=analyses
was ^vbd+bedz+vrb++=was
that ^dt+dem+++=that
around ^rp++++=around
10 ^cd++++=10%
% ^zz++++=EXTRAWORD
of ^in++++=of
Uk ^np++++=UK
Biobank ^np+++??+=Biobank
participants ^nns++++=participants
might ^md+pos+++=might
have ^vb+hv+aux++=have
also ^rb++splt++=also
been ^vprf+ben+aux+xvbnx+=been
included ^vpsv++agls+xvbnx+=included
in ^in++++=in
the ^ati++++=the
Million ^cd++++=Million
Women ^nns++++=Women
Study ^nn++++=Study;
; ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
possible ^jj++++=possible
to ^to+jcmp+++=to
identify ^vbi++++=identify
the ^ati++++=the
overlapping ^jj+atrb++xvbg+=overlapping
individuals ^nns++++=individuals,
, ^zz++++=EXTRAWORD
this ^dt+dem+++=this
relatively ^rb++++=relatively
small ^jj+atrb+++=small
duplication ^nn++++=duplication
would ^md+prd+++=would
likely ^jj++++=likely
have ^vb+hv+aux++=have
had ^vb+hv+vrb++=had
little ^ap++++=little
effect ^nn++++=effect
on ^in++++=on
the ^ati++++=the
main ^jjb+atrb+++=main
findings ^nns++++=findings.
. ^zz++++=EXTRAWORD
