One ^cd1++++=One
family ^nn++++=family-level
- ^zz++++=EXTRAWORD
level ^nn++++=EXTRAWORD
intervention ^nn+nom+++=intervention
for ^in++++=for
the ^ati++++=the
postresettlement ^nn+nom+++=postresettlement
context ^nn++++=context,
, ^zz++++=EXTRAWORD
Precure ^np+++??+=PRECURE
0 ^zz++++=0
3 ^zz++++=3,
, ^zz++++=EXTRAWORD
combines ^vbz++++=combines
elements ^nns+nom+++=elements
of ^in++++=of
narrative ^nn++++=narrative
exposure ^nn++++=exposure
therapy ^nn++++=therapy
( ^zz++++=(NET)
net ^jjb++++=EXTRAWORD
) ^zz++++=EXTRAWORD
to ^in++++=to
address ^nns+nom+++=address
maternal ^jj+atrb+++=maternal
trauma ^nn+++??+=trauma
along ^in++++=along
with ^in"++++=with
a ^at++++=a
review ^nn++++=review
of ^in++++=of
dyadic ^jj+atrb+++=dyadic
interactions ^nns+nom+++=interactions
between ^in++++=between
mother ^nn++++=mother
and ^cc++++=and
child ^nn++++=child
via ^in++++=via
home ^nr++++=home
visiting ^vwbg+++xvbg+=visiting
to ^to++++=to
support ^vbi++++=support
responsive ^jj+atrb+++=responsive
parenting ^jj+atrb++xvbg+=parenting
behaviors ^nns++++=behaviors
( ^zz++++=(
94 ^cd++++=94
) ^zz++++=).
. ^zz++++=EXTRAWORD
Together ^nn+nom+++=Together,
, ^zz++++=EXTRAWORD
these ^dt+dem+++=these
two ^cd++++=two
elements ^nns+nom+++=elements
address ^nns+nom+++=address
the ^ati++++=the
trauma ^nn+++??+=trauma
sequelae ^nn+++??+=sequelae
in ^in++++=in
refugee ^nn++++=refugee
mothers ^nns+nom+++=mothers
while ^cs+sub+++=while
assuming ^vbg+vprv++xvbg+=assuming
a ^at++++=a
preventive ^jj+atrb+++=preventive
approach ^nn++++=approach
to ^to++++=to
addressing ^vbi++++=addressing
mental ^jj+atrb+++=mental
health ^nn++++=health
in ^in++++=in
children ^nns++++=children.
. ^zz++++=EXTRAWORD
Although ^cs+con+++=Although
clinical ^jj+atrb+++=clinical
results ^nns++++=results
of ^in++++=of
Precure ^np+++??+=PRECURE
0 ^zz++++=0
3 ^zz++++=3
are ^vb+ber+vrb++=are
not ^xnot++not++=not
yet ^rb++++=yet
available ^jj++++=available,
, ^zz++++=EXTRAWORD
research ^nn++++=research
supports ^vbz++++=supports
the ^ati++++=the
effectiveness ^nns+nom+++=effectiveness
of ^in++++=of
parenting ^xvbg+++xvbg+=parenting
and ^cc++++=and
family ^nn++++=family-level
- ^zz++++=EXTRAWORD
level ^nn++++=EXTRAWORD
interventions ^nns+nom+++=interventions
on ^in++++=on
child ^nn++++=child
mental ^jj+atrb+++=mental
health ^nn++++=health
and ^cc++++=and
functioning ^vbg+++xvbg+=functioning
( ^zz++++=(
63 ^cd++++=63
, ^zz++++=,
64 ^cd++++=64
) ^zz++++=).
. ^zz++++=EXTRAWORD
School ^nn++++=School-based
- ^zz++++=EXTRAWORD
based ^xvbn+++xvbn+=EXTRAWORD
interventions ^nns+nom+++=interventions
also ^rb++++=also
hold ^nn++++=hold
promise ^nn++++=promise
for ^in++++=for
the ^ati++++=the
youngest ^jjt+atrb+++=youngest
refugees ^nns+nom+++=refugees.
. ^zz++++=EXTRAWORD
In ^in++++=In
Canadian ^nn++++=Canadian
preschools ^nns+++??+=preschools,
, ^zz++++=EXTRAWORD
creative ^jj+atrb+++=creative
expression ^nn++++=expression
workshops ^nns++++=workshops
led ^vwbn+++xvbn+=led
by ^in++++=by
art ^nn++++=art
facilitators ^nns++++=facilitators
were ^vbd+bed+aux++=were
used ^vpsv++agls+xvbnx+=used
as ^ql++++=as
a ^at++++=a
way ^nn++++=way
for ^in++++=for
immigrant ^nn+nom+++=immigrant
and ^cc++++=and
refugee ^nn++++=refugee
children ^nns++++=children
to ^to++++=to
create ^vbi++++=create
visual ^jj+atrb+++=visual
representations ^nns+nom+++=representations
of ^in++++=of
their ^pp$+pp3+++=their
emotions ^nns+nom+++=emotions
( ^zz++++=(
73 ^cd++++=73
) ^zz++++=).
. ^zz++++=EXTRAWORD
Analyses ^nns++++=Analyses
using ^vwbg+++xvbg+=using
preand ^nn+++??+=preand
postintervention ^nn+nom+++=postintervention
data ^nns++++=data
indicate ^nn+nom+++=indicate
that ^tht+vcmp+++=that
youth ^nn++++=youth
participating ^vwbg+++xvbg+=participating
in ^in++++=in
sand ^nn++++=sand
play ^nn++++=play
demonstrated ^vbd+vprv++xvbn+=demonstrated
reductions ^nns+nom+++=reductions
in ^in++++=in
emotional ^jj+atrb+++=emotional
and ^cc+phrs+++=and
relational ^jj+atrb+++=relational
symptoms ^nns++++=symptoms
according ^in++++=according
to ^in++++=to
parent ^nn++++=parent
reports ^nns++++=reports.
. ^zz++++=EXTRAWORD
