One ^cd1++++=One
can ^md+pos+++=can
question ^nn+nom+++=question
whether ^cs+who+++=whether
all ^abn++++=all
combined ^jj+atrb++xvbn+=combined
pronouns ^nns++++=pronouns
are ^vb+ber+aux++=are
created ^vpsv++agls+xvbnx+=created
equal ^jj++++=equal.
. ^zz++++=EXTRAWORD
Looking ^vbg+++xvbg+=Looking
at ^rb++++=at
the ^ati++++=the
distribution ^nn+nom+++=distribution
of ^in++++=of
case ^nn++++=case
forms ^nns++++=forms
of ^in++++=of
combined ^xvbn+++xvbn+=combined
pronouns ^nns++++=pronouns
in ^in++++=in
Table ^nn++++=Table
3 ^zz++++=3
, ^zz++++=,
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
clear ^jj+pred+++=clear
that ^tht+jcmp+++=that
most ^ql+emph+++=most
begin ^vb++++=begin
with ^in++++=with
references ^nns+nom+++=references
to ^in++++=to
men ^nns++++=men.
. ^zz++++=EXTRAWORD
Only ^rb+down+++=Only
five ^cd++++=five
forms ^vbz++++=forms
put ^vprf+++xvbn+=put
women ^nns++++=women
first ^rb++++=first
she ^pp3a+pp3+++=she
or ^cc++++=or
he ^pp3a+pp3+++=he
, ^zz++++=,
s ^zz++++=s/he
, ^zz++++=,
her ^pp3o+pp3+++=her
or ^cc++++=or
him ^pp3o+pp3+++=him
, ^zz++++=,
her ^pp3o+pp3+++=her
or ^cc++++=or
his ^pp$+pp3+++=his
, ^zz++++=,
and ^cc+cls+++=and
her ^pp$+pp3+++=her/his
and ^cc++++=and
they ^pp3a+pp3+++=they
account ^vb++++=account
for ^in+ppvb+++=for
only ^rb+down+++=only
6 ^zz++++=6
( ^zz++++=(4.05
4.05 ^cd++++=EXTRAWORD
percent ^nnu++++=percent)
) ^zz++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
Ame ^np+++??+=AmE
tokens ^nns++++=tokens
and ^cc++++=and
14 ^cd++++=14
( ^zz++++=(13.50
13.50 ^cd++++=EXTRAWORD
percent ^nnu++++=percent)
) ^zz++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
Bre ^np+++??+=BrE
tokens ^nns++++=tokens;
; ^zz++++=EXTRAWORD
the ^ati++++=the
latter ^ap++++=latter
is ^vbz+bez+aux++=is
inflated ^vpsv++by+xvbnx+=inflated
by ^in++++=by
what ^wdt+who+++=what
appears ^vbz+seem+++=appears
to ^to+vcmp+++=to
be ^vbi++vrb++=be
a ^at++++=a
slight ^jj+atrb+++=slight
Bre ^np+++??+=BrE
preference ^nn+nom+++=preference
for ^in++++=for
s ^zz++++=s/he
. ^zz++++=.
Thus ^rb+cnj+++=Thus,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
an ^at++++=an
apparent ^jj+atrb+++=apparent
linguistic ^jj+atrb+++=linguistic
asymmetry ^nn++++=asymmetry
in ^in++++=in
combined ^xvbn+++xvbn+=combined
pronouns ^nns++++=pronouns;
; ^zz++++=EXTRAWORD
men ^nns++++=men
and ^cc++++=and
women ^nns++++=women
are ^vb+ber+aux++=are
not ^xnot++not++=not
treated ^vbd+++xvbn+=treated
equally ^rb++++=equally
as ^in++++=as
masculine ^jj+atrb+++=masculine
forms ^nns++++=forms
tend ^vb++++=tend
to ^to+vcmp+++=to
occur ^vbi++++=occur
first ^rb+cnj+++=first,
, ^zz++++=EXTRAWORD
potentially ^rb++++=potentially
reinforcing ^vbg+++xvbg+=reinforcing
( ^zz++++=(or
or ^cc++++=EXTRAWORD
reflecting ^vbg+vprv++xvbg+=reflecting)
) ^zz++++=EXTRAWORD
the ^ati++++=the
male ^jj++++=male-as-default
- ^zz++++=EXTRAWORD
as ^in++++=EXTRAWORD
- ^zz++++=EXTRAWORD
default ^jj+atrb++xvbn+=EXTRAWORD
position ^nn+nom+++=position
that ^tht+rel+obj++=that
underpins ^nns+++??+=underpins
the ^ati++++=the
use ^nn++++=use
of ^in++++=of
generic ^jj++++=generic
he ^pp3a+pp3+++=he
. ^zz++++=.
Yes ^uh++++=Yes,
, ^zz++++=EXTRAWORD
women ^nns++++=women
are ^vb+ber+aux++=are
inserted ^vpsv++agls+xvbnx+=inserted
into ^in++++=into
discourse ^nn++++=discourse
via ^in++++=via
combined ^xvbn+++xvbn+=combined
pronouns ^nns++++=pronouns,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
in ^in++++=in
most ^ql+emph+++=most
cases ^nns++++=cases,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
are ^vb+ber+aux++=are
positioned ^vpsv++agls+xvbn+=positioned
as ^in++++=as
secondary ^nn++++=secondary.
. ^zz++++=EXTRAWORD
7 ^zz++++=7
