One ^cd1++++=One
way ^nn++++=way
a ^at++++=a
family ^nn++++=family
can ^md+pos+++=can
boost ^vb++++=boost
its ^pp$+it+++=its
income ^nn++++=income
is ^vbz+bez+vrb++=is
for ^in++++=for
the ^ati++++=the
women ^nns++++=women
in ^in++++=in
heterosexual ^nn++++=heterosexual
coupled ^vbd+++xvbn+=coupled
households ^nns++++=households
to ^to++++=to
join ^vbi++++=join
the ^ati++++=the
labour ^nn++++=labour
market ^nn++++=market
or ^cc++++=or,
, ^zz++++=EXTRAWORD
for ^in++++=for
those ^dt+pdem+++=those
already ^rb++++=already
employed ^vbd+++xvbn+=employed,
, ^zz++++=EXTRAWORD
to ^to++++=to
increase ^vbi++++=increase
their ^pp$+pp3+++=their
hours ^nns++++=hours
worked ^vbd+++xvbn+=worked.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
decade ^nn++++=decade
since ^in++++=since
2008 ^cd++++=2008,
, ^zz++++=EXTRAWORD
the ^ati++++=the
employment ^nn+nom+++=employment
rate ^nn++++=rate
of ^in++++=of
coupled ^xvbn+++xvbn+=coupled
mothers ^nns+nom+++=mothers
has ^vbz+hvz+aux++=has
increased ^vprf+++xvbnx+=increased
by ^in++++=by
over ^in++++=over
five ^cd++++=five
percentage ^nn+nom+++=percentage
points ^nns++++=points
and ^cc++++=and
their ^pp$+pp3+++=their
average ^jj+atrb+++=average
working ^jj+atrb++xvbg+=working
week ^nn++++=week
has ^vbz+hvz+aux++=has
increased ^vprf+++xvbnx+=increased
by ^in++++=by
over ^in++++=over
2 ^zz++++=2
h ^zz++++=h
( ^zz++++=(
Bell ^np++++=Bell
and ^cc++++=and
Gardiner ^np+nom++??+=Gardiner,
, ^zz++++=EXTRAWORD
2019 ^cd++++=2019
) ^zz++++=).
. ^zz++++=EXTRAWORD
Employment ^nn+nom+++=Employment
has ^vbz+hvz+aux++=has
also ^rb++splt++=also
increased ^vprf+++xvbnx+=increased
particularly ^rb++++=particularly
rapidly ^rb++++=rapidly
for ^in++++=for
those ^dt+dem+++=those
in ^in++++=in
the ^ati++++=the
lowest ^jjt+atrb+++=lowest
income ^nn++++=income
deciles ^nns+++??+=deciles:
: ^zz++++=EXTRAWORD
the ^ati++++=the
lowest ^jjt++++=lowest
educationally ^rb++++=educationally
qualified ^jj+atrb++xvbn+=qualified
minority ^nn+nom+++=minority
ethnic ^nn++++=ethnic
groups ^nns++++=groups
and ^cc++++=and
people ^nns++++=people
with ^in++++=with
disabilities ^nns+nom+++=disabilities
have ^vb+hv+vrb++=have
all ^abn++++=all
experienced ^jj+++xvbn+=experienced
twice ^rb++++=twice
as ^ql++++=as
fast ^rb++++=fast
as ^ql++++=as
the ^ati++++=the
average ^jj+atrb+++=average
growth ^nn++++=growth
in ^in++++=in
employment ^nn+nom+++=employment
between ^in++++=between
2008 ^cd++++=2008
and ^cc++++=and
2018 ^cd++++=2018
and ^cc++++=and,
, ^zz++++=EXTRAWORD
for ^in++++=for
lone ^jjb+atrb+++=lone
parents ^nns++++=parents,
, ^zz++++=EXTRAWORD
the ^ati++++=the
rate ^nn++++=rate
of ^in++++=of
growth ^nn++++=growth
has ^vbz+hvz+aux++=has
been ^vprf+ben+vrb+xvbnx+=been
four ^cd++++=four
times ^nns++++=times
faster ^rbr++++=faster
than ^in++++=than
the ^ati++++=the
average ^jj++++=average
( ^zz++++=(
bell ^nn++++=Bell
and ^cc++++=and
gardiner ^np+nom+++=Gardiner,
, ^zz++++=EXTRAWORD
2019 ^cd++++=2019
) ^zz++++=).
. ^zz++++=EXTRAWORD
